,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
4911,4FGL J2306.6-1105,346.6506,-11.0904,60.91406,-60.608707,0.04329426,0.03725033,-11.54,841,,5.279277,1714.3907,1.6048196e-10,3.603233e-11,1.9029817e-12,4.378097e-13,PowerLaw,6.004812e-14,1.328828e-14,2.2658062,0.16150631,5.6168855e-14,1.4654544e-14,2.2720447,0.14294538,-0.031403504,0.47583196,5.8662066e-14,1.3342339e-14,2.320634,0.18833871,-0.00026093845,0.00046686537,0.6666667,0.44341648,228.172,6.740474,0.0,9.999999,bll,0,8.251141740342471e-14,8.920109650922825e-10,7.583425554180678e-11,2.310072619304826e-11,1.1697950767775023e-11,3.321962063068673e-12,AGN,Non-PSR
4912,4FGL J2307.4-1206,346.8643,-12.1126,59.465893,-61.38054,0.035153456,0.030342981,2.02,841,,5.451782,4404.558,1.3967638e-10,3.7675394e-11,1.5942619e-12,4.0778597e-13,PowerLaw,7.526146e-15,1.9233416e-15,1.9313188,0.18274689,7.211053e-15,2.1166589e-15,1.9479104,0.17029889,-0.018857308,0.26597157,7.577361e-15,2.0600587e-15,1.9052511,0.27097613,6.583109e-05,0.00050971995,0.6666667,0.13252349,118.201706,6.553383,0.0,9.999999,bll,0,1.9062000242153765e-12,3.864478459458809e-10,9.151119445549583e-11,3.0350312107269017e-12,2.1091666607686577e-11,7.675517339766902e-12,AGN,Non-PSR
4913,4FGL J2307.6+1451,346.9222,14.8644,88.84228,-41.039948,0.031021383,0.025039129,68.2,817,,10.948418,1906.8788,5.1413257e-10,6.178759e-11,5.795108e-12,6.9166753e-13,PowerLaw,1.4852509e-13,1.7671262e-14,2.1574743,0.087435886,1.9343975e-13,2.7140708e-14,1.9109465,0.16013947,0.25482386,2.7787595,1.8132316e-13,2.4707314e-14,1.4822332,0.2866218,0.0039849617,0.0018126199,0.6666667,2.7438889,515.4595,59.418667,0.8014258,0.2457485,bll,0,4.936733688509776e-08,8.276285767827574e-10,4.811560039286178e-10,1.2018161466009758e-10,2.6234639460831488e-11,2.8476513681818805e-12,AGN,Non-PSR
4914,4FGL J2308.9+1111,347.2481,11.1992,86.58234,-44.32281,0.03638691,0.031946473,43.14,817,,6.7983513,1658.0441,2.3229828e-10,4.2825136e-11,2.6538474e-12,4.801333e-13,PowerLaw,9.183747e-14,1.6573346e-14,2.1946924,0.121274225,1.2495785e-13,2.625656e-14,2.0535355,0.20248693,0.23470367,2.1541734,1.1019425e-13,2.340862e-14,1.7557518,0.3403381,0.002925804,0.002419294,0.6666667,1.5807956,269.59766,10.449092,0.26442814,0.36328906,bcu,0,4.433491351818475e-10,8.645973936793894e-10,2.23184540293353e-10,5.594391269680976e-11,1.9763949591494745e-12,3.1721209860224864e-12,AGN,Non-PSR
4915,4FGL J2309.7-3632,347.4302,-36.5473,2.9343524,-66.526886,0.021153746,0.019488582,59.92,558,,14.905848,2021.6709,4.1016693e-10,4.3154043e-11,4.564171e-12,4.891918e-13,PowerLaw,1.02039084e-13,1.0562717e-14,2.0284243,0.08309098,9.935959e-14,1.2248879e-14,2.0487854,0.0929511,-0.01526157,0.3472764,1.0388611e-13,1.1378706e-14,1.9725878,0.13807389,0.00020898992,0.00043142293,0.6666667,0.50403005,450.92352,6.160411,0.0,10.0,bcu,0,1.326597794289175e-13,7.832638426741312e-10,2.7215377174094613e-10,1.0887936385817198e-10,3.1018604351729095e-11,1.021761755065631e-11,AGN,Non-PSR
4916,4FGL J2310.0-0555,347.5183,-5.9251,69.69335,-57.90006,0.025100801,0.022448875,-38.81,989,,22.14494,1225.1401,1.0758044e-09,8.048836e-11,5.646161e-12,4.736668e-13,PLSuperExpCutoff,6.033595e-13,4.221651e-14,2.1437182,0.050453167,9.496231e-13,7.8164756e-14,1.7412169,0.13605961,0.6003835,7.781049,9.00477e-13,7.3088494e-14,0.4017053,0.33669737,0.016620992,0.0033078615,0.6666667,7.7717667,616.46826,11.976834,0.18629695,0.1020138,PSR,0,9.458120918404145e-12,1.6562705651423926e-09,9.404977907578882e-10,1.4529188963052775e-10,3.047622917917714e-12,1.1468672792859774e-14,Non-AGN,PSR
4917,4FGL J2311.0+0205,347.7661,2.0995,79.34671,-52.0682,0.021153746,0.01942691,83.4,189,,20.151861,1159.7067,7.975463e-10,6.349172e-11,9.122446e-12,6.5528263e-13,PowerLaw,6.9228103e-13,4.887124e-14,2.1975546,0.05513008,7.6203475e-13,6.389014e-14,2.134709,0.074700594,0.073279224,1.8760619,7.3981267e-13,5.854305e-14,2.0029304,0.12630668,0.0014730709,0.0009345219,0.6666667,1.9574083,956.513,89.73258,0.7608822,0.21765842,bll,0,1.2599940646396135e-08,2.548975475136217e-09,7.281898417588195e-10,1.2863290987930043e-10,4.7326378926904056e-11,2.4959367655509758e-17,AGN,Non-PSR
4918,4FGL J2311.0+3425,347.7682,34.4223,100.413605,-24.023064,0.009250909,0.0090042185,-11.48,508,,82.47029,499.9859,4.485176e-09,1.208145e-10,4.9153667e-11,1.1367165e-12,LogParabola,3.0138857e-11,5.958638e-13,2.3466845,0.015756765,3.323382e-11,7.571703e-13,2.234502,0.024295295,0.101085514,7.95386,3.190815e-11,6.886434e-13,2.082464,0.040165182,0.0033627325,0.0005036543,0.6666667,7.7974267,6530.1016,1853.3151,0.8391932,0.22507711,FSRQ,0,7.96683536918863e-08,1.9308922460936628e-08,3.661349889938492e-09,7.349386099697597e-10,5.756806836787476e-11,7.866590191751843e-12,AGN,Non-PSR
4920,4FGL J2311.7+2604,347.9308,26.0831,96.534355,-31.627327,0.037065312,0.029479565,-36.5,436,,10.881855,1015.3366,3.6208436e-10,4.6658587e-11,4.7624426e-12,5.5131507e-13,PowerLaw,4.8775534e-13,5.5249337e-14,2.3953207,0.0886628,5.5252347e-13,7.3457076e-14,2.3202014,0.12554705,0.10285465,1.5080593,5.4315786e-13,6.9177716e-14,2.0521414,0.24963407,0.0032022842,0.002268654,0.6666667,1.749583,645.8764,62.458477,0.93341225,0.27921572,bcu,0,6.158923149257589e-09,1.5673047304431975e-09,3.3600491833318813e-10,6.803805435717791e-11,1.0340278112919155e-11,3.89724367166042e-18,AGN,Non-PSR
4922,4FGL J2313.4-6922,348.3533,-69.382,314.93686,-45.393166,0.028739491,0.021832146,-82.43,549,,5.840934,6606.811,9.186663e-11,2.540557e-11,1.2412233e-12,3.2764825e-13,PowerLaw,2.6987029e-15,6.957383e-16,1.7025398,0.15328741,4.8760574e-15,1.4701867e-15,1.4915093,0.27394977,0.39756408,2.5984974,4.3008776e-15,1.1951842e-15,0.59891033,0.45461774,0.0031637044,0.0013878939,0.6666667,2.4088173,74.237915,14.029089,0.47098407,0.34705105,bcu,0,6.167658885784105e-14,1.2242013537867621e-18,3.338425369481257e-11,4.308032749977819e-11,9.380590054730575e-12,7.789451375583845e-12,AGN,Non-PSR
4923,4FGL J2313.5+3945,348.3997,39.7644,103.21973,-19.332947,0.0658048,0.051250037,-50.34,934,,12.411473,419.00418,3.3332745e-10,4.458067e-11,7.4664025e-12,6.539791e-13,PowerLaw,6.785147e-12,5.8638424e-13,2.793166,0.07163285,7.855251e-12,8.0362117e-13,2.714059,0.10357047,0.13870794,2.2237012,7.757215e-12,7.8650736e-13,2.3293724,0.24079637,0.008616773,0.0045743305,0.6666667,2.4523416,1259.6901,117.95741,0.9245732,0.26183653,bcu,0,3.19218536048993e-08,2.802063692186607e-09,3.156099270817947e-10,2.2537722217468546e-14,5.052129721516696e-12,3.4495446555433433e-17,AGN,Non-PSR
4924,4FGL J2313.9-4501,348.4922,-45.0201,343.89462,-63.58533,0.09886139,0.07857105,-65.55,827,,4.544152,552.3899,1.2158022e-10,3.1000386e-11,2.8671677e-12,5.903041e-13,PowerLaw,1.185378e-12,2.263877e-13,2.824472,0.1483169,1.1178488e-12,2.531986e-13,2.828686,0.13224012,-0.038626473,0.510398,1.1748526e-12,2.391435e-13,2.84436,0.14549728,-0.00030055403,0.0018547726,0.6666667,0.16967246,575.10913,10.626673,0.28069863,0.26303396,bcu,16,1.9035194753769247e-08,1.146393313611327e-09,7.82798964538145e-11,1.0035272092479008e-11,6.73118895691549e-12,1.1183074908855558e-17,AGN,Non-PSR
4925,4FGL J2314.0+1445,348.5081,14.7532,90.53406,-41.90976,0.014616437,0.013568,-26.34,817,,18.460043,3319.5562,6.249715e-10,5.957464e-11,7.264164e-12,7.1190585e-13,PowerLaw,5.853559e-14,5.5468215e-15,1.892886,0.066932075,6.332655e-14,7.153689e-15,1.8487762,0.08675206,0.0442846,1.2097104,6.230193e-14,6.449555e-15,1.7476969,0.1295676,0.00046286423,0.00037268488,0.6666667,1.5010129,473.98947,11.99055,0.20753925,0.15257986,bll,0,5.619861909167412e-09,1.2165272122999227e-09,4.1093012326243183e-10,1.5623193017066939e-10,5.994494484129476e-11,2.49365996601858e-11,AGN,Non-PSR
4926,4FGL J2315.6-5018,348.914,-50.3127,334.6871,-60.496548,0.026272582,0.024545746,13.32,299,,13.593739,1099.6581,3.8648557e-10,4.329652e-11,5.0320156e-12,5.064523e-13,PowerLaw,4.2724247e-13,4.1101203e-14,2.384639,0.09280374,4.0807342e-13,4.770083e-14,2.4324439,0.10141391,-0.03674643,0.6596659,4.2802952e-13,4.3420996e-14,2.3757017,0.14601792,6.3329535e-05,0.00076855236,0.6666667,0.07591267,734.8661,25.431484,0.4295234,0.15694489,bll,0,4.064281711180229e-08,1.603523536175544e-09,3.0479507806546735e-10,9.937534128923176e-11,1.4693846454253562e-13,3.4220627633668732e-12,AGN,Non-PSR
4930,4FGL J2316.9-5210,349.2458,-52.167,331.74625,-59.351772,0.048043057,0.034413382,11.62,299,,5.863627,3669.33,1.2138666e-10,3.019309e-11,1.3618954e-12,3.2706064e-13,PowerLaw,9.15855e-15,2.1944646e-15,1.982784,0.2010244,5.9814638e-15,1.9322647e-15,2.2388124,0.11596765,-0.13685459,1.5431665,9.4660514e-15,2.4685043e-15,1.8649688,0.41651246,0.00027636348,0.0008993827,0.6666667,0.3378544,128.84676,4.6335263,0.0,10.0,bcu,0,1.4328902508964347e-08,2.949097077653562e-10,5.986053319695372e-11,2.9845827198560215e-11,7.412593108768739e-12,5.5412584243352825e-12,AGN,Non-PSR
4932,4FGL J2317.4-4533,349.3565,-45.5623,342.10312,-63.765793,0.020413674,0.01856349,-55.67,827,,17.83038,1921.2373,5.147712e-10,4.611984e-11,5.7217594e-12,5.082795e-13,PowerLaw,1.4398794e-13,1.26647875e-14,2.082045,0.07158614,1.6832503e-13,1.7368777e-14,1.9408916,0.10864682,0.1419922,2.5079656,1.6486702e-13,1.651625e-14,1.59627,0.21385035,0.0027173522,0.0012419301,0.6666667,2.883881,623.29346,24.423143,0.41403535,0.15480593,bll,0,1.3832712753014675e-10,1.1730153515188135e-09,3.619040622737657e-10,1.4842560513983472e-10,2.753685647560733e-11,2.874824076709581e-12,AGN,Non-PSR
4935,4FGL J2318.2+1915,349.5568,19.256,94.46838,-38.409805,0.051188365,0.03817542,-4.66,891,,12.680377,655.51697,4.2508103e-10,5.3944255e-11,7.2716846e-12,6.987376e-13,PowerLaw,2.072902e-12,1.8911095e-13,2.6155543,0.085016474,2.0790266e-12,2.1858867e-13,2.6124866,0.093476534,0.0031514696,0.06830587,2.1359522e-12,2.1307631e-13,2.4997852,0.17928207,0.0012866686,0.0017504254,0.6666667,0.84563917,1033.8175,43.57681,0.54881537,0.17145565,bcu,0,4.8847006439700635e-08,2.3724942010971972e-09,3.180944119218765e-10,1.0647165094024302e-10,3.1064252732637687e-12,5.011517019242167e-16,AGN,Non-PSR
4936,4FGL J2319.1-4207,349.7763,-42.1173,348.43976,-65.940125,0.01874851,0.017453382,28.47,300,,10.5179405,2283.205,2.7181699e-10,3.8124035e-11,3.0201635e-12,4.2492174e-13,PowerLaw,5.2936717e-14,7.407436e-15,2.0482395,0.109146014,4.9351324e-14,8.358829e-15,2.0942307,0.11235543,-0.037085067,0.7133872,5.1386866e-14,7.435354e-15,2.1213841,0.13248812,-0.00023123388,0.00023743392,0.6666667,0.7632129,308.2514,3.8117528,0.0,9.999999,bll,0,1.4225946642909548e-08,5.416588289008928e-10,1.968314539135818e-10,4.944030254638854e-11,1.600681913405122e-11,6.063081460505604e-12,AGN,Non-PSR
4937,4FGL J2319.6-0456,349.9028,-4.9452,74.24928,-58.843536,0.041999128,0.034968436,30.37,989,,5.4104156,4115.4756,1.5095014e-10,3.7683655e-11,1.8078852e-12,4.525658e-13,PowerLaw,9.5773e-15,2.3468818e-15,1.8432047,0.14696307,1.5019397e-14,4.15871e-15,1.6214209,0.29361156,0.32315224,2.3662422,1.4031976e-14,3.93754e-15,0.8190793,0.6454629,0.0038540359,0.0025729446,0.6666667,2.3707056,106.416405,8.112791,0.08231916,2.5717587,bcu,0,6.229768090282306e-11,1.4555118178424808e-12,1.0428962554653864e-10,5.450185788791195e-11,2.0075231407790106e-11,3.5433296921572044e-12,AGN,Non-PSR
4938,4FGL J2319.7+1609,349.9448,16.1637,93.06248,-41.331345,0.038792145,0.03182313,39.33,891,,4.947952,5291.1006,1.208971e-10,3.484241e-11,1.5153904e-12,4.2362804e-13,PowerLaw,4.9889466e-15,1.3678996e-15,1.7829945,0.17174824,7.852822e-15,2.600967e-15,1.2645556,0.39163983,0.452047,2.0922585,7.444538e-15,2.2112606e-15,0.35875845,0.49616084,0.0042743166,0.0015002252,0.6666667,2.095519,83.21519,5.6028595,0.0,10.0,bll,0,1.2149025709062844e-11,3.4730793241344315e-10,2.8380109026726608e-11,5.3816805178907856e-11,1.8694684689180008e-11,2.46441051159757e-14,AGN,Non-PSR
4940,4FGL J2321.0-6308,350.258,-63.1374,318.97894,-51.081345,0.027444365,0.026025891,47.07,852,,5.925066,4246.3726,1.0639579e-10,2.7199852e-11,1.2293257e-12,3.0344913e-13,PowerLaw,6.2231155e-15,1.5338116e-15,1.9044747,0.16467783,7.304841e-15,2.1908859e-15,1.8242515,0.21989797,0.08800661,0.7819465,6.4122664e-15,1.712618e-15,1.8532816,0.26464546,0.00013319346,0.0005594982,0.6666667,0.23798004,109.85645,6.7068424,0.0,10.0,bll,0,6.140957076183895e-09,8.276581503485758e-11,8.097131992679252e-11,3.0873460038494116e-11,8.290158490242838e-12,2.5657241088661298e-12,AGN,Non-PSR
4941,4FGL J2321.4+5111,350.3654,51.1945,108.87489,-9.204884,0.021955492,0.020043636,-8.97,1503,,9.474221,2475.8015,3.454209e-10,4.93171e-11,3.8836018e-12,5.720522e-13,PowerLaw,5.684189e-14,8.109114e-15,2.1487548,0.10896028,5.783432e-14,9.5614265e-15,2.1384065,0.12175818,0.009827731,0.19002973,5.979398e-14,9.300331e-15,1.972586,0.24199542,0.0006886099,0.0008749278,0.6666667,0.97714293,438.3365,10.700586,0.2427377,0.24017584,bcu,0,1.2572580310177273e-08,1.1645377995250783e-09,1.7931307827456777e-10,6.968922661165777e-11,4.2471550582012796e-11,2.4971906053411486e-12,AGN,Non-PSR
4942,4FGL J2321.5-1619,350.3854,-16.3176,55.746677,-66.54641,0.027629381,0.021585455,61.39,741,,11.261699,3959.8477,2.6447686e-10,4.074633e-11,3.2252846e-12,5.15659e-13,PowerLaw,1.8142487e-14,2.7497e-15,1.817749,0.10575911,2.0217375e-14,3.738368e-15,1.7208363,0.16503732,0.06853054,0.91963965,1.9655462e-14,3.2618584e-15,1.6007004,0.21338913,0.0005685567,0.0005331596,0.6666667,1.1780238,195.69371,7.5318346,0.0,10.0,bcu,0,2.683259213778766e-12,2.9632987730288107e-10,1.1254675663652236e-10,1.0277250578338837e-10,1.7592627007956274e-11,1.3881070771992743e-11,AGN,Non-PSR
4943,4FGL J2321.7-6438,350.4332,-64.6453,317.60803,-49.849125,0.017021673,0.014123055,26.85,852,,24.101254,1571.8083,6.959379e-10,4.8060875e-11,7.747868e-12,5.2136935e-13,PowerLaw,2.9788482e-13,1.946555e-14,2.0993009,0.05229142,2.98442e-13,2.3160939e-14,2.0980628,0.059659522,0.0010691846,0.032367703,3.0244676e-13,2.0877677e-14,2.0572684,0.08286703,0.00020919034,0.0003282775,0.6666667,0.6779921,937.68536,158.74925,0.83898896,0.2345643,bcu,0,1.6474778874453477e-08,1.865218868246643e-09,5.102562816716727e-10,1.4347233123768177e-10,3.4338917126452984e-11,2.2313526026884745e-11,AGN,Non-PSR
4944,4FGL J2321.9+3204,350.4779,32.0737,101.68581,-27.077976,0.0102993455,0.010237673,84.6,519,,60.61446,887.3084,3.7339114e-09,1.1840531e-10,3.2638458e-11,1.2482609e-12,LogParabola,5.623255e-12,1.51553e-13,2.226714,0.020961126,6.402578e-12,1.9702858e-13,2.116203,0.034418333,0.13381259,8.113755,6.221657e-12,1.8712888e-13,1.8254694,0.064220265,0.003991131,0.0006365291,0.6666667,8.251954,4009.1108,872.41864,0.8273971,0.22287984,fsrq,0,3.635376089050624e-08,1.1210697259400604e-08,2.962062373157437e-09,7.413555880297906e-10,6.824928816540066e-11,1.7930475897445786e-12,AGN,Non-PSR
4945,4FGL J2321.9+2734,350.492,27.5717,99.697105,-31.23183,0.02189382,0.02164713,-37.19,436,,16.950363,1562.653,6.3624234e-10,5.678984e-11,7.17247e-12,6.1430624e-13,PowerLaw,2.824627e-13,2.4136375e-14,2.1579258,0.06551236,3.0838626e-13,3.042307e-14,2.1022022,0.08768008,0.06490701,1.5982758,3.0367955e-13,2.858236e-14,1.9368259,0.14731622,0.0013399576,0.00086022605,0.6666667,1.9670782,785.0326,6.9759464,0.0,10.0,fsrq,0,1.9195998957055593e-11,2.068281768075053e-09,4.328066516290363e-10,1.6195651764139285e-10,2.2809719391059247e-11,6.413403228627823e-12,AGN,Non-PSR
4947,4FGL J2322.1+4440,350.5334,44.6736,106.663086,-15.358677,0.05846575,0.046377894,69.8,934,,5.1914105,1431.2172,2.076757e-10,4.2460875e-11,2.570828e-12,5.277267e-13,PowerLaw,1.1985283e-13,2.3709154e-14,2.3263526,0.13483423,1.5720917e-13,3.4009914e-14,2.1441526,0.27340877,0.25689155,2.0764003,1.5576608e-13,3.399119e-14,1.327046,0.63810736,0.008012742,0.005034606,0.6666667,2.2624934,348.3698,6.759259,0.0,10.0,fsrq,0,6.936137220137084e-10,8.91562934590695e-10,1.73185146778998e-10,5.310481221432184e-11,1.830261745112971e-13,3.6323546811166656e-16,AGN,Non-PSR
4948,4FGL J2322.6-0735,350.6576,-7.5907,71.709564,-61.284405,0.061734404,0.048906475,19.49,1473,,6.6916475,776.9758,1.8225024e-10,3.7019363e-11,2.7955693e-12,4.804982e-13,PowerLaw,5.2979984e-13,8.772133e-14,2.533293,0.13081521,5.465202e-13,1.08679464e-13,2.5181923,0.14195904,0.020222675,0.2595426,5.330085e-13,9.550289e-14,2.5117126,0.20388396,0.00019961012,0.0016945542,0.6666667,0.1236069,410.55725,25.791473,0.73065895,0.27767256,bcu,0,5.354740088836518e-12,1.3026202339005977e-09,1.186501036309906e-10,2.8499333101783542e-11,4.241372444230285e-12,3.637101030236605e-15,AGN,Non-PSR
4949,4FGL J2322.7+3436,350.6849,34.6125,102.9235,-24.789576,0.022325529,0.020166982,43.0,519,,12.591534,3304.6973,4.0426007e-10,4.9840982e-11,4.5550703e-12,5.5494585e-13,PowerLaw,3.7664834e-14,4.578197e-15,1.9673349,0.09619951,3.3186046e-14,4.7099098e-15,2.025977,0.075390786,-0.05829617,1.7062881,3.652161e-14,4.592632e-15,2.0440326,0.11507439,-0.00019026903,0.00018218198,0.6666667,0.815044,386.12393,12.832322,0.27298316,0.19661771,bll,0,2.2735797244877176e-08,1.1697000035226779e-09,2.2985015279974874e-10,6.764262761027595e-11,3.614126706241727e-11,2.34220594308443e-11,AGN,Non-PSR
4950,4FGL J2322.8-4916,350.7077,-49.2725,334.59583,-62.052395,0.013753018,0.013259637,27.93,299,,21.472132,2853.9717,6.5974437e-10,6.2048644e-11,6.2030606e-12,7.5115435e-13,LogParabola,7.901061e-14,7.1357e-15,1.8447604,0.06282027,9.3309224e-14,9.740303e-15,1.5979569,0.1130819,0.16208765,3.326779,8.66299e-14,8.610666e-15,1.4569795,0.17362358,0.001291895,0.0006165552,0.6666667,2.9759152,331.10938,24.766706,0.37187025,0.14738666,bll,0,2.884821071261201e-12,5.8001153879772e-10,4.141634257770477e-10,2.0038476433725805e-10,4.818877241685726e-11,2.377588230462191e-11,AGN,Non-PSR
4953,4FGL J2323.5-0317,350.8884,-3.29,77.74508,-58.228996,0.009990983,0.009620946,68.37,989,,76.03626,586.96844,4.572586e-09,1.317983e-10,4.4610073e-11,1.2259152e-12,LogParabola,1.8320128e-11,4.0321834e-13,2.2509482,0.017172256,2.0328595e-11,5.1556947e-13,2.136461,0.026496828,0.10301866,7.9836855,1.9536326e-11,4.7133277e-13,1.9702421,0.043949086,0.003183422,0.00049208204,0.6666667,8.024947,5054.5117,767.33124,0.6001492,0.16190301,fsrq,0,7.258024226075577e-08,1.6625428145289334e-08,3.5439826628902438e-09,8.229495418454746e-10,8.286947517088805e-11,8.518024827153248e-12,AGN,Non-PSR
4954,4FGL J2323.6-0617,350.9157,-6.2953,73.92467,-60.520443,0.05192844,0.048351422,-46.65,989,,7.9481854,1316.557,2.5181515e-10,4.1508703e-11,3.0476164e-12,4.768544e-13,PowerLaw,1.7398054e-13,2.6796682e-14,2.296315,0.12147674,2.0739886e-13,3.744405e-14,2.1390877,0.21587478,0.18313405,1.6939292,2.0465444e-13,3.5937467e-14,1.6310374,0.43649215,0.005283236,0.0034761769,0.6666667,1.9796841,358.66415,28.804964,0.8923893,0.29345357,fsrq,0,2.221763745202665e-11,9.926672817073268e-10,2.1051828336116074e-10,5.656976276302572e-11,4.2067573383097745e-12,7.968623387554809e-15,AGN,Non-PSR
4955,4FGL J2323.8+4210,350.9749,42.1826,106.06819,-17.804655,0.009065892,0.008942545,-24.92,934,,41.2097,2471.7563,1.826516e-09,8.1262254e-11,2.1203914e-11,1.0373193e-12,PowerLaw,2.990556e-13,1.3244867e-14,1.8952142,0.031510502,3.2432382e-13,1.7010471e-14,1.8452426,0.041737463,0.047895316,2.48934,3.2048694e-13,1.56048e-14,1.720415,0.06494477,0.00067788915,0.00023831683,0.6666667,3.2877023,1609.4661,39.61532,0.25744483,0.084034495,bll,0,1.646117908649103e-08,3.717833152450112e-09,1.017680939519039e-09,5.088171550760023e-10,1.9199176970463583e-10,6.215029879630407e-11,AGN,Non-PSR
