,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,BLLness,FSRQness
257,4FGL J0116.8+6914,0.09109062,0.075364076,85.52,1021,,7.585823,626.4219,2.8788388e-10,7.084664e-11,5.4797204e-12,1.1636974e-12,LogParabola,1.949677e-12,3.132331e-13,2.8148296,0.09567197,3.681832e-12,4.863824e-13,2.786062,0.25752681,0.75626093,4.8307233,3.3288955e-12,4.054763e-13,1.1121222,0.21403383,0.030933872,0.0015619874,0.6666667,4.7111487,840.6603,1.4360828,0.0,10.0,unid,0,3.664468906094953e-08,3.49621953610324e-09,2.7630983612247917e-10,8.089038607776017e-14,7.852263350017649e-20,1.1415222472789185e-14,Non-BLL,Non-FSRQ
260,4FGL J0118.3-6008,0.07400727,0.06537309,35.46,1259,,4.414002,1928.3923,9.708982e-11,2.5092388e-11,1.0995729e-12,2.8420766e-13,PowerLaw,2.7448741e-14,7.0474467e-15,2.1720219,0.17146266,4.419523e-14,1.266134e-14,1.9895464,0.38724738,0.49745554,2.329121,4.2453027e-14,1.23998746e-14,0.696963,0.98096514,0.011215545,0.007836868,0.6666667,2.2710888,149.76956,10.532985,0.23767067,0.88074553,unid,0,7.429508119827233e-09,2.805246313020149e-10,1.1384279630100025e-10,1.9402748505092937e-11,1.53836036791144e-12,1.0418377534541316e-16,Non-BLL,Non-FSRQ
266,4FGL J0120.1+0505,0.059267495,0.05396364,65.69,1013,,4.460002,1020.5781,1.2391668e-10,3.4702102e-11,1.939303e-12,5.5484995e-13,PowerLaw,1.823149e-13,4.1856696e-14,2.5491157,0.25836727,1.47482e-13,4.1579597e-14,2.6845746,0.1433962,-0.11327896,1.6264851,1.8014076e-13,4.198153e-14,2.6102731,0.3079842,-0.0003334677,0.0008919326,0.6666667,0.32296875,282.98453,8.881247,0.21692927,0.9554317,unid,0,3.728075181896884e-09,1.9030664544228415e-10,1.0144885626006683e-10,2.486372913113044e-11,4.213364466348901e-12,5.62534556683374e-18,Non-BLL,Non-FSRQ
267,4FGL J0120.2-7944,0.037805382,0.035338476,-2.21,45,,4.676848,1648.3358,1.3467671e-10,3.2472157e-11,1.7515824e-12,5.088585e-13,PowerLaw,5.6693728e-14,1.3368833e-14,2.3834817,0.23558977,4.827611e-14,1.2838896e-14,2.4445946,0.13905933,-0.087300785,1.3696637,5.55951e-14,1.3294536e-14,2.4520793,0.24928038,-0.00029540434,0.0005391009,0.6666667,0.4142971,258.1979,15.386208,0.7382738,0.39352202,unid,4,2.0174958925700537e-11,3.3427768886262754e-10,9.129250827522029e-11,1.607993946328712e-11,1.1752736804593322e-11,2.42645270195907e-12,Non-BLL,Non-FSRQ
276,4FGL J0125.9-6303,0.04502109,0.042245816,-33.34,1259,,5.720891,1416.2109,1.3481868e-10,2.7903598e-11,1.662425e-12,3.4278158e-13,PowerLaw,7.958031e-14,1.5693511e-14,2.321381,0.15828931,8.058054e-14,1.8262366e-14,2.317166,0.16882932,0.007659022,0.10156382,8.096037e-14,1.6934911e-14,2.2603714,0.25213587,0.0003622176,0.0012538264,0.6666667,0.2965256,265.84955,9.33095,0.38013405,0.37585777,unid,0,1.142972272383247e-09,6.42332187439365e-10,6.867933305398921e-11,3.119719413358091e-11,4.4475239463492855e-12,2.629652572083696e-12,Non-BLL,Non-FSRQ
278,4FGL J0126.3-6746,0.041999128,0.029972946,62.22,1104,,4.44039,7687.73,6.201042e-11,2.2936616e-11,8.096305e-13,2.654166e-13,PowerLaw,1.3677042e-15,4.474461e-16,1.737266,0.2048074,1.8834362e-15,7.4046376e-16,1.5827928,0.34784696,0.20507346,1.2218974,1.7680249e-15,6.814736e-16,1.1024634,0.70389456,0.00148374,0.0017061433,0.6666667,1.2823684,52.56205,3.9982176,0.0,10.0,unid,0,3.308829555834225e-12,1.2672465006069271e-14,4.6962513738924017e-11,2.3500191376202295e-11,7.265374283096926e-14,7.712955274463695e-12,Non-BLL,Non-FSRQ
279,4FGL J0126.8+2412,0.055628803,0.051743418,11.5,1314,,7.976764,409.9141,1.9130905e-10,3.9728405e-11,4.4791315e-12,5.839544e-13,PowerLaw,4.3045706e-12,5.5136977e-13,2.8201225,0.11360778,4.119241e-12,6.5015045e-13,2.8417325,0.11372462,-0.031127423,0.44761357,4.285316e-12,5.6491395e-13,2.838378,0.1421305,-0.00029028882,0.0012348453,0.6666667,0.19659586,771.184,35.015694,0.6098048,0.21084994,unid,0,2.1684027018409324e-08,1.4540137982521628e-09,1.9864156153293067e-10,8.40420094627703e-12,1.0671737799006209e-11,8.778833271493123e-15,Non-BLL,Non-FSRQ
295,4FGL J0131.7-5346,0.029541237,0.028554475,45.24,1177,,7.828439,1277.0319,1.8293174e-10,3.1172856e-11,2.3194409e-12,3.8392287e-13,PowerLaw,1.3959847e-13,2.1931889e-14,2.3552547,0.1365654,1.5300566e-13,3.1855893e-14,2.258156,0.23483618,0.08636972,0.65008974,1.4670056e-13,2.5932447e-14,2.1966033,0.32714105,0.001113072,0.0022347805,0.6666667,0.64654654,373.72516,4.5141892,0.0,10.0,unid,0,2.255827122321641e-11,5.798205804374845e-10,2.0602654304813228e-10,1.849321910885049e-11,4.541457054169085e-12,3.1612280067955245e-12,Non-BLL,Non-FSRQ
296,4FGL J0132.1-0956,0.11477295,0.09707288,48.71,1265,,8.783567,587.0436,1.4711597e-10,4.5469132e-11,3.4867478e-12,5.435912e-13,LogParabola,1.3998738e-12,1.8463612e-13,2.7233727,0.09590585,2.085001e-12,3.0645592e-13,2.8623946,0.21078545,0.47943446,3.4646678,2.1290923e-12,3.1544212e-13,1.1484673,0.68846476,0.034361143,0.016233219,0.6666667,3.3241816,576.9856,21.51619,0.4924407,0.19767335,unid,0,1.991090492481362e-08,1.8505986743022618e-09,1.0824689755661865e-10,1.4343702441077522e-11,9.701545859727516e-16,5.203642726404282e-15,Non-BLL,Non-FSRQ
309,4FGL J0137.3-3239,0.07727593,0.062227786,55.22,1227,,4.145534,1744.1489,1.1106718e-10,2.8988822e-11,1.3067559e-12,3.48992e-13,PowerLaw,3.9854486e-14,1.0247666e-14,2.252944,0.19889091,4.330706e-14,1.3128374e-14,2.222056,0.2471971,0.059750095,0.48446232,4.1638547e-14,1.1645201e-14,2.1287663,0.3671257,0.0007505532,0.002128816,0.6666667,0.37165806,180.73407,7.800496,0.10140486,1.6007044,unid,0,2.672144623627748e-11,4.47845927009638e-10,5.6626099642631544e-11,4.1502364045431506e-11,2.280623293229758e-15,2.8022144066969235e-12,Non-BLL,Non-FSRQ
316,4FGL J0139.5-2228,0.045267783,0.042800874,57.67,921,,10.466823,1619.142,3.3723366e-10,4.709561e-11,1.5995884e-12,2.788873e-13,LogParabola,1.03833764e-13,1.4414287e-14,2.0709014,0.10163753,1.6183065e-13,2.6039773e-14,1.616103,0.30222672,0.6364676,4.1017823,1.5553731e-13,2.4508295e-14,0.05270959,0.80142176,0.0158496,0.0062574195,0.6666667,4.2409916,152.29002,9.307694,0.24725376,0.22399129,unid,0,4.107144402354379e-09,4.146488152834138e-10,2.1251304882508038e-10,8.820136981890769e-11,3.0148008655500602e-12,1.2138751081251553e-16,Non-BLL,Non-FSRQ
317,4FGL J0140.3+7054,0.02146211,0.01942691,-19.95,810,,6.9161406,5510.8564,2.2645667e-10,5.0812205e-11,2.5302217e-12,5.3908104e-13,PowerLaw,7.523167e-15,1.4905498e-15,2.001321,0.13973862,9.490531e-15,2.2254806e-15,1.7905343,0.23352878,0.19876093,1.444324,9.105395e-15,2.1054442e-15,1.3894235,0.51091564,0.0017181198,0.0014557715,0.6666667,1.6704254,236.51427,6.0017405,0.0,10.0,unid,0,2.6930790930634885e-10,1.1783150843935886e-10,1.2711184882441273e-10,5.3492790058617956e-11,2.1985116852030195e-11,6.159209860884252e-12,Non-BLL,Non-FSRQ
318,4FGL J0140.5-4730,0.06487971,0.05673891,44.17,703,,5.299161,465.21622,9.132318e-11,2.8979461e-11,2.3067017e-12,4.5109855e-13,PowerLaw,1.5255565e-12,2.7185903e-13,2.8653383,0.20208183,1.2864714e-12,2.7336458e-13,2.9903152,0.13779512,-0.11463478,1.6899594,1.5000534e-12,2.703398e-13,2.9141855,0.2173876,-0.00058109255,0.00081229047,0.6666667,0.43982667,503.93042,5.807495,0.0,10.0,unid,4,2.2357667717187724e-08,4.117406138259838e-10,1.3070867999065428e-10,1.8664327028350414e-11,1.3098707019962449e-15,4.1299928903756715e-15,Non-BLL,Non-FSRQ
322,4FGL J0142.5+6650,0.09953979,0.07363724,43.44,1470,,5.0722113,1128.8978,4.2605297e-10,9.0686354e-11,4.0322654e-12,1.1772265e-12,LogParabola,3.5995133e-13,7.9628836e-14,2.569033,0.123917505,6.3013597e-13,1.2855275e-13,2.7476032,0.30122668,0.5064655,3.4151874,6.409847e-13,9.319869e-13,0.9126606,6.807821,0.023000455,0.09466242,0.6666667,3.306837,574.3325,3.0579507,0.0,9.999999,unid,9,1.595766718764935e-08,2.025338785571762e-09,4.0053682592855466e-10,3.630697131828953e-11,8.839955135085675e-13,3.04500700065572e-15,Non-BLL,Non-FSRQ
327,4FGL J0144.3+5959,0.060994327,0.05328524,57.05,1711,,5.109061,966.2428,3.0136965e-10,6.2451364e-11,5.2191276e-12,1.1225169e-12,PowerLaw,5.3573395e-13,9.923417e-14,2.6243238,0.14385146,5.8496345e-13,1.2508961e-13,2.5904734,0.18116315,0.06326261,0.63419175,5.687366e-13,1.298189e-13,2.4714956,0.36957064,0.0014828852,0.0033476532,0.6666667,0.6091222,594.5099,4.9229784,0.0,10.0,unid,9,6.467779472600307e-16,1.9178647558959483e-09,2.881415384070607e-10,3.201589687806816e-11,6.341687591726597e-12,4.3204744536476066e-16,Non-BLL,Non-FSRQ
337,4FGL J0150.4+4848,0.056307204,0.05334691,-39.33,633,,5.912389,4082.8174,1.5809774e-10,3.8271795e-11,9.918232e-13,2.2205148e-13,LogParabola,1.0157329e-14,2.3047332e-15,2.098816,0.15780544,2.0573687e-14,4.462535e-15,1.7292734,0.4097392,0.9999538,3.2805753,1.8234066e-14,4.1496385e-15,0.00043535727,0.02801396,0.010431389,0.0018786913,0.6666667,3.1841288,65.159004,3.755687,0.0,10.0,unid,2052,1.0105647194709119e-13,1.8809044599610303e-10,6.123792445356102e-11,8.09471378815374e-11,1.023768526550728e-12,1.4409370862434679e-15,Non-BLL,Non-FSRQ
347,4FGL J0153.3+5416,0.030836364,0.024114037,-22.91,500,,6.311724,5661.3086,1.6549824e-10,4.128305e-11,1.8999325e-12,4.2980008e-13,PowerLaw,5.5443355e-15,1.2335769e-15,1.9180267,0.15840502,5.9966705e-15,1.5867857e-15,1.854085,0.22563702,0.051203556,0.5265455,5.87337e-15,1.3977208e-15,1.7571605,0.2575326,0.00034214844,0.0004958211,0.6666667,0.6098054,158.72716,13.244539,0.42854053,0.47776297,unid,0,6.465106672237653e-09,6.163713983653452e-10,5.665775140717422e-11,4.4623565259582776e-11,1.1542174334355781e-11,6.16339748335526e-12,Non-BLL,Non-FSRQ
351,4FGL J0154.6+0051,0.043910984,0.035153456,-5.87,1073,,4.152843,7103.723,9.0930666e-11,3.2873808e-11,1.1993949e-12,3.9861837e-13,PowerLaw,2.3192681e-15,7.64317e-16,1.72663,0.19765355,4.1796167e-15,1.6281857e-15,1.1371852,0.88729006,0.6500934,2.2303529,4.067025e-15,1.4412999e-15,0.001501714,0.07865392,0.0049001784,0.0018754083,0.6666667,2.2739062,59.217068,4.998372,0.0,10.0,unid,0,3.956174943198221e-09,1.1005390663457876e-13,7.583081385043045e-11,2.2523505630034357e-11,2.1230791430459917e-11,4.281448734091845e-15,Non-BLL,Non-FSRQ
353,4FGL J0156.3-2420,0.02596422,0.023127275,7.9,964,,9.560699,2909.2756,2.2381963e-10,3.5973453e-11,2.6455747e-12,4.572934e-13,PowerLaw,2.691903e-14,4.3271385e-15,1.863597,0.10284797,3.338436e-14,6.283655e-15,1.7728586,0.14531232,0.122865185,1.8109763,3.058347e-14,5.373036e-15,1.5875527,0.20808989,0.0010728883,0.00080385053,0.6666667,1.5937124,188.28014,36.971207,1.0069082,0.3316262,unid,0,3.2943836547616456e-09,2.5113200408100056e-10,2.1285943840876342e-10,4.32858159038485e-11,2.314414979109891e-11,1.0927891404277634e-11,Non-BLL,Non-FSRQ
359,4FGL J0158.4+1230,0.53316075,0.35381645,-24.1,1077,,4.274999,285.49753,1.0282991e-10,3.6017696e-11,3.0367848e-12,6.0776357e-13,PowerLaw,8.163588e-12,1.6343364e-12,2.9552162,0.1630604,1.1902371e-11,2.6188372e-12,2.8737953,0.3023056,0.4861366,2.107694,1.1513684e-11,2.5502363e-12,1.5856178,0.81734085,0.040244527,0.025382284,0.6666667,2.089342,525.0806,5.9288077,0.0,10.0,unid,262,2.2012873301946456e-08,1.2562422213591162e-09,1.8122647479912324e-12,1.9455498441995044e-16,1.002487155787879e-11,1.1732399465602715e-15,Non-BLL,Non-FSRQ
362,4FGL J0159.0+3313,0.043972656,0.03250153,-85.1,366,,7.159067,3033.875,2.0098188e-10,3.8605286e-11,2.2382432e-12,4.2712941e-13,PowerLaw,2.197345e-14,4.1912423e-15,2.021613,0.13271603,2.4137623e-14,5.2076674e-15,2.000094,0.16302508,0.055568516,0.8242024,2.3739874e-14,4.9562485e-15,1.8236595,0.25853962,0.0008087062,0.0009798636,0.6666667,1.0011281,215.48181,23.067661,0.5834288,0.267437,unid,0,8.77410574751103e-11,4.958105592756112e-10,1.3392477404838843e-10,2.8975729801650196e-11,2.861279095600633e-11,5.769335294884622e-17,Non-BLL,Non-FSRQ
371,4FGL J0202.4+2943,0.031268075,0.028862836,-45.66,366,,6.8882446,2272.2278,2.0863374e-10,4.0002227e-11,2.3853113e-12,4.85657e-13,PowerLaw,4.1304677e-14,7.921506e-15,2.1965,0.15980992,3.9067382e-14,8.4574885e-15,2.2280047,0.14199749,-0.033239007,0.54810256,4.0729562e-14,8.065969e-15,2.239955,0.19557993,-0.00014662158,0.00043235772,0.6666667,0.27794826,282.89297,5.570382,0.0,10.0,unid,0,5.496350485856283e-09,6.713947731107339e-10,1.448064584907982e-10,3.596973066621878e-11,8.36005657062211e-12,6.857669813953304e-12,Non-BLL,Non-FSRQ
380,4FGL J0204.7+6656,0.046007857,0.037188657,4.7,1127,,9.511483,1133.8226,7.238511e-10,9.012102e-11,6.2815447e-12,1.1267962e-12,LogParabola,6.3620864e-13,7.766311e-14,2.5340078,0.079445854,8.919385e-13,1.1277401e-13,2.4259408,0.14929028,0.29989386,4.126601,8.622991e-13,1.1107463e-13,1.5284573,0.3741972,0.010258817,0.0037594899,0.6666667,4.194964,846.4147,5.8231215,0.0,9.999999,unid,0,3.1327485050525183e-10,2.945158783518309e-09,6.369598737343551e-10,1.0677640716050263e-10,3.539946351186537e-15,1.6248917577309962e-16,Non-BLL,Non-FSRQ
398,4FGL J0209.8+2626,0.08079127,0.049893238,33.36,551,,5.3428183,1697.4338,1.7564482e-10,3.7851618e-11,2.0571266e-12,4.4732184e-13,PowerLaw,6.6867085e-14,1.4107279e-14,2.2450566,0.17068541,7.3867446e-14,1.860595e-14,2.2154841,0.22600193,0.08180269,0.5228105,7.366003e-14,1.7221762e-14,1.9441824,0.42693865,0.0021145106,0.0026060608,0.6666667,0.80465776,252.20164,7.1426497,0.15815626,0.96703595,unid,0,6.968910337690204e-09,6.099008520443761e-10,1.3457279735007432e-10,3.8508602556719396e-11,7.77930324324938e-12,5.962921366257142e-16,Non-BLL,Non-FSRQ
405,4FGL J0211.5+6219,0.05470371,0.044836074,14.13,22,,5.442659,1206.474,4.636848e-10,8.517516e-11,8.480976e-12,1.8824573e-12,PowerLaw,4.676351e-13,8.230192e-14,2.6623602,0.1285718,5.2605907e-13,1.0125279e-13,2.620787,0.17937708,0.09220082,1.1134979,5.1632586e-13,9.879979e-14,2.3605368,0.33538526,0.0025930924,0.0026760853,0.6666667,1.2196946,763.8912,7.23914,0.0,10.0,unid,4,2.579364277721652e-09,3.1691900215236046e-09,3.450387753289874e-10,1.0109710985028997e-10,4.692380164983412e-12,3.048422449257286e-15,Non-BLL,Non-FSRQ
406,4FGL J0212.1+5321,0.012581238,0.012272873,-63.89,1296,,43.544758,1033.5746,2.663521e-09,1.0629738e-10,1.6221505e-11,7.918262e-13,LogParabola,2.478915e-12,8.6621675e-14,2.2148967,0.026849212,3.275303e-12,1.3556006e-13,1.8793966,0.055856057,0.37051806,11.080697,3.138051e-12,1.2740457e-13,1.0610654,0.14145896,0.011088654,0.0013856454,0.6666667,11.571698,2294.4033,3.2356086,0.0,9.999999,unid,0,1.7888638126350997e-08,5.777108125215591e-09,2.179422198267389e-09,4.1920966697972517e-10,1.3820938317421483e-11,2.9101741785294124e-15,Non-BLL,Non-FSRQ
418,4FGL J0215.0-5330,0.041752435,0.040765677,70.37,784,,4.2168345,3946.8267,8.6634644e-11,2.7211528e-11,9.670508e-13,2.9189685e-13,PowerLaw,5.6013683e-15,1.6541542e-15,2.0064764,0.2524325,7.0553974e-15,2.711494e-15,1.4722898,0.5275361,0.35460654,1.0340322,6.703276e-15,2.4512666e-15,0.9464515,1.1458097,0.003394403,0.004160896,0.6666667,1.099547,97.84156,10.26706,0.41245985,0.84824336,unid,0,1.296893881175265e-08,9.119004856783519e-11,3.677027779480646e-11,2.6717288104105563e-11,1.0010387484216121e-11,4.392142440710385e-16,Non-BLL,Non-FSRQ
442,4FGL J0222.7+5016,0.036510255,0.032131493,70.28,1574,,5.1404505,5491.7173,1.4639936e-10,4.0706008e-11,1.6935523e-12,4.2464448e-13,PowerLaw,5.2553863e-15,1.3077996e-15,1.9020914,0.1857742,6.022172e-15,1.7432403e-15,1.6430304,0.33643404,0.14702345,0.82268775,5.8994227e-15,1.7609434e-15,1.1617072,0.50944346,0.0016428872,0.0011852559,0.6666667,1.2839216,136.95267,11.760155,0.38813838,0.722839,unid,0,9.616764002696229e-15,1.5069108461052139e-10,9.391486199827881e-11,2.1319179061007887e-11,2.4266318121579644e-11,3.182295356049525e-12,Non-BLL,Non-FSRQ
453,4FGL J0224.8+2937,0.10441194,0.09960146,-36.32,1506,,4.527594,439.57773,1.156874e-10,3.5893878e-11,2.7852093e-12,5.760514e-13,PowerLaw,2.1870656e-12,4.3711343e-13,2.8368835,0.17399268,2.2216298e-12,5.099683e-13,2.8247685,0.19315235,0.012786744,0.13873585,2.2684183e-12,4.867074e-13,2.6997802,0.31641743,0.0019032194,0.0039019994,0.6666667,0.471657,475.5318,6.5062394,0.0,10.0,unid,4,1.4893783095715207e-08,4.4304981905440854e-10,1.5047632584419546e-10,2.071406761394723e-11,2.7425955391182863e-16,7.658086914672071e-18,Non-BLL,Non-FSRQ
456,4FGL J0225.5-5530,0.04064233,0.033303276,-18.12,259,,4.810916,2159.2012,1.6882712e-10,4.122422e-11,2.4082257e-12,1.173193e-12,PowerLaw,3.7092027e-14,8.977888e-15,2.4725177,0.34359086,3.1548928e-14,8.430166e-15,2.5528953,0.1331438,-0.0946596,1.5791787,3.7306418e-14,1.2419422e-14,2.4303727,1.9830775,0.00011403313,0.005064464,0.6666667,0.043845337,401.63797,6.9251666,0.0,10.0,unid,0,3.300901596503536e-08,2.328716386390539e-10,1.2636372503926907e-10,3.889941840862221e-11,9.826557970105121e-12,4.785650389900887e-16,Non-BLL,Non-FSRQ
464,4FGL J0226.9+7744,0.02910953,0.025409166,-28.0,883,,5.0210395,5003.3135,1.386117e-10,3.8036265e-11,1.5495363e-12,4.080948e-13,PowerLaw,5.5969417e-15,1.4146741e-15,1.9986678,0.16315226,6.9437525e-15,2.02329e-15,1.9520167,0.23975381,0.1295983,1.2087917,6.4889703e-15,1.8451232e-15,1.6553004,0.42085096,0.0010954344,0.0013169784,0.6666667,1.1295643,163.1996,7.313173,0.0,10.0,unid,0,1.1132093510890506e-12,4.1852285526111643e-11,1.4485530830388171e-10,2.462051396090459e-11,1.1891366363814271e-11,2.096247004104712e-12,Non-BLL,Non-FSRQ
474,4FGL J0230.3+1713,0.060254257,0.049646545,-52.06,795,,6.051126,1091.6952,2.8519193e-10,5.4304335e-11,4.2188375e-12,8.1549654e-13,PowerLaw,3.444747e-13,6.0225743e-14,2.503713,0.13204458,4.0008277e-13,8.680754e-14,2.4327536,0.19267654,0.11410546,0.93327445,3.9343369e-13,8.084389e-14,2.1254132,0.3994895,0.0035634104,0.0034865935,0.6666667,1.1256083,545.26373,8.09287,0.18310587,0.3538491,unid,0,5.264553237793734e-09,1.6643298961227515e-09,2.081210759286023e-10,5.4209081667977443e-11,7.07974807149733e-16,8.613742992534881e-14,Non-BLL,Non-FSRQ
476,4FGL J0231.0+3505,0.107803926,0.041505747,18.41,985,,4.256407,8759.94,7.9344205e-11,2.9103876e-11,1.0916776e-12,3.486422e-13,PowerLaw,1.4653448e-15,4.6608676e-16,1.6851197,0.19958138,2.7101715e-15,1.0474004e-15,0.5320794,0.56078464,0.9910717,2.6112323,2.2678234e-15,7.704686e-16,0.0021634805,0.06961679,0.003555933,0.00097071065,0.6666667,2.4702892,55.837067,8.601274,0.0,10.0,unid,256,1.2455722488580873e-13,8.336709794720676e-11,3.8356281888975944e-15,2.9186396355296296e-11,1.482603449731723e-11,2.920717704149589e-12,Non-BLL,Non-FSRQ
487,4FGL J0235.3+5650,0.036016874,0.03392,17.43,1103,,10.470457,832.3169,6.5699646e-10,8.4392104e-11,6.678979e-12,1.1013158e-12,LogParabola,1.4381192e-12,1.5503313e-13,2.6387558,0.07711788,2.0566415e-12,2.4352878e-13,2.4619675,0.1517038,0.40222147,4.063979,1.9635404e-12,2.392521e-13,1.5001718,0.33946764,0.01487593,0.0046690493,0.6666667,3.9922903,943.56934,9.710849,0.2071156,0.18019523,unid,0,7.268287305350896e-09,3.635736378626575e-09,5.330312302653795e-10,4.911041712185593e-11,2.7945566867526583e-12,2.8910822676565372e-15,Non-BLL,Non-FSRQ
495,4FGL J0237.8+5238,0.018255128,0.01807011,-78.68,354,,20.903877,1590.0896,1.2873158e-09,8.995598e-11,6.522561e-12,6.263338e-13,LogParabola,4.499863e-13,3.1187387e-14,2.223028,0.05138422,6.4871226e-13,5.211168e-14,1.8605152,0.13521756,0.5178352,6.919236,6.297873e-13,4.9931972e-14,0.52322227,0.2681321,0.013450681,0.002140647,0.6666667,7.120017,830.9099,6.3488035,0.0,10.0,unid,0,5.557971860525868e-09,1.6952937942349422e-09,9.750825702425914e-10,2.554992328818173e-10,2.4316191421513977e-12,1.2836591615643421e-15,Non-BLL,Non-FSRQ
502,4FGL J0239.1+6634,0.07715259,0.065928146,-13.79,1127,,4.449545,1745.5057,3.1032793e-10,6.394942e-11,4.806124e-12,1.2418036e-12,PowerLaw,1.1616414e-13,2.3909755e-14,2.5409133,0.13245194,1.513488e-13,3.164262e-14,2.6672175,0.273158,0.2231466,2.0699286,1.47803e-13,3.1867517e-14,1.954624,0.42363277,0.005710845,0.0041199094,0.6666667,1.9403827,532.06647,1.557694,0.0,10.0,unid,16,9.497081804787574e-14,2.253906616900281e-09,2.352283923201526e-10,5.770176697561524e-11,4.965070238630021e-13,9.71696013883187e-17,Non-BLL,Non-FSRQ
506,4FGL J0240.2-0248,0.06549644,0.051126692,5.03,1033,,6.339869,781.9913,1.6871043e-10,3.5649237e-11,2.6594592e-12,4.7589905e-13,PowerLaw,4.91794e-13,8.322781e-14,2.5547237,0.1430581,4.8569894e-13,9.635021e-14,2.560465,0.1416173,-0.009585007,0.11904047,4.928635e-13,8.729825e-14,2.547492,0.1971976,5.4045428e-05,0.001353321,0.6666667,0.034467254,413.62073,14.6912155,0.528579,0.25640202,unid,0,9.800570133222664e-09,8.921010596907308e-10,1.3287312916610006e-10,1.6841720726357146e-11,1.3186823161204231e-11,2.292457448616199e-18,Non-BLL,Non-FSRQ
520,4FGL J0245.0+4755,0.05044829,0.043232586,-86.43,990,,4.124706,1356.3013,1.5644343e-10,3.8564204e-11,2.1052116e-12,5.4789344e-13,PowerLaw,1.06301056e-13,2.5204873e-14,2.4183786,0.17211972,1.2778531e-13,3.673805e-14,2.3214765,0.24357596,0.13862322,0.8121866,1.1541592e-13,3.3300172e-14,2.214155,0.41690543,0.0015081692,0.0029765791,0.6666667,0.6299324,296.9262,9.508747,0.30864042,0.4497083,unid,0,1.0961699103972933e-08,6.257175888535471e-10,1.651415254544375e-10,2.2179619252327143e-11,6.159084093432243e-12,2.7186301646263794e-17,Non-BLL,Non-FSRQ
525,4FGL J0246.0-4838,0.07715259,0.07363724,-10.66,1195,,4.147051,1356.6874,9.6442805e-11,2.6110562e-11,1.3401821e-12,4.090812e-13,PowerLaw,6.626311e-14,1.6932182e-14,2.4489474,0.23667642,8.3821405e-14,2.7122418e-14,1.8628988,0.50514865,0.44653854,1.1978356,7.935524e-14,2.4320904e-14,1.2494044,1.0706692,0.00855154,0.008050426,0.6666667,1.2945896,222.82556,9.028425,0.0,10.0,unid,0,1.7525529472095513e-08,3.0557206764925127e-10,1.0305240688568418e-10,2.05869071789877e-11,7.353026840665577e-18,2.777329978005021e-15,Non-BLL,Non-FSRQ
536,4FGL J0251.1-1830,0.021153746,0.021092074,-41.5,1086,,9.636129,6462.734,1.4220909e-10,3.5039825e-11,1.9678393e-12,4.9277493e-13,LogParabola,4.950738e-15,9.833912e-16,1.6237446,0.11429422,9.0379805e-15,2.1572002e-15,1.2383827,0.3006073,0.5034518,3.6969025,8.398174e-15,2.139002e-15,0.0008716877,0.05409047,0.0047069057,0.0015110536,0.6666667,3.7261536,45.600338,5.0589437,0.0,10.0,unid,0,9.896413549759231e-12,2.1569013936018067e-11,3.8707967386919506e-11,6.418691272935817e-11,3.1116529491947986e-11,6.576230445615172e-12,Non-BLL,Non-FSRQ
